geotiff_path,folder,name,id_sample,date,tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F040_V003/V2KRNP____20120510F040_V003_cloud_mask_cnn.tif,V2KRNP____20120510F040_V003,V2KRNP____20120510F040_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F040_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F040_V003/V2KRNP____20120510F040_V003_initial_mask.tif,V2KRNP____20120510F040_V003,V2KRNP____20120510F040_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F040_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F040_V003/V2KRNP____20120510F040_V003_cloud_mask.tif,V2KRNP____20120510F040_V003,V2KRNP____20120510F040_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F040_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F037_V003/V2KRNP____20120510F037_V003_cloud_mask_cnn.tif,V2KRNP____20120510F037_V003,V2KRNP____20120510F037_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F037_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F037_V003/V2KRNP____20120510F037_V003_cloud_mask.tif,V2KRNP____20120510F037_V003,V2KRNP____20120510F037_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F037_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F037_V003/V2KRNP____20120510F037_V003.tif,V2KRNP____20120510F037_V003,V2KRNP____20120510F037_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F037_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F037_V003/V2KRNP____20120510F037_V003_initial_mask.tif,V2KRNP____20120510F037_V003,V2KRNP____20120510F037_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F037_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F038_V003/V2KRNP____20120510F038_V003_cloud_mask.tif,V2KRNP____20120510F038_V003,V2KRNP____20120510F038_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F038_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F038_V003/V2KRNP____20120510F038_V003_initial_mask.tif,V2KRNP____20120510F038_V003,V2KRNP____20120510F038_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F038_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F038_V003/V2KRNP____20120510F038_V003_cloud_mask_cnn.tif,V2KRNP____20120510F038_V003,V2KRNP____20120510F038_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F038_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F038_V003/V2KRNP____20120510F038_V003.tif,V2KRNP____20120510F038_V003,V2KRNP____20120510F038_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F038_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F033_V003/V2KRNP____20120510F033_V003_cloud_mask.tif,V2KRNP____20120510F033_V003,V2KRNP____20120510F033_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F033_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F033_V003/V2KRNP____20120510F033_V003_cloud_mask_cnn.tif,V2KRNP____20120510F033_V003,V2KRNP____20120510F033_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F033_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F033_V003/V2KRNP____20120510F033_V003_initial_mask.tif,V2KRNP____20120510F033_V003,V2KRNP____20120510F033_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F033_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F033_V003/V2KRNP____20120510F033_V003.tif,V2KRNP____20120510F033_V003,V2KRNP____20120510F033_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F033_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F022_V003/V2KRNP____20120510F022_V003_cloud_mask_cnn.tif,V2KRNP____20120510F022_V003,V2KRNP____20120510F022_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F022_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F022_V003/V2KRNP____20120510F022_V003.tif,V2KRNP____20120510F022_V003,V2KRNP____20120510F022_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F022_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F022_V003/V2KRNP____20120510F022_V003_initial_mask.tif,V2KRNP____20120510F022_V003,V2KRNP____20120510F022_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F022_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F022_V003/V2KRNP____20120510F022_V003_cloud_mask.tif,V2KRNP____20120510F022_V003,V2KRNP____20120510F022_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F022_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F054_V003/V2KRNP____20120510F054_V003_initial_mask.tif,V2KRNP____20120510F054_V003,V2KRNP____20120510F054_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F054_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F054_V003/V2KRNP____20120510F054_V003_cloud_mask_cnn.tif,V2KRNP____20120510F054_V003,V2KRNP____20120510F054_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F054_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F054_V003/V2KRNP____20120510F054_V003.tif,V2KRNP____20120510F054_V003,V2KRNP____20120510F054_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F054_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F054_V003/V2KRNP____20120510F054_V003_cloud_mask.tif,V2KRNP____20120510F054_V003,V2KRNP____20120510F054_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F054_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F055_V003/V2KRNP____20120510F055_V003_cloud_mask.tif,V2KRNP____20120510F055_V003,V2KRNP____20120510F055_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F055_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F055_V003/V2KRNP____20120510F055_V003.tif,V2KRNP____20120510F055_V003,V2KRNP____20120510F055_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F055_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F055_V003/V2KRNP____20120510F055_V003_initial_mask.tif,V2KRNP____20120510F055_V003,V2KRNP____20120510F055_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F055_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F055_V003/V2KRNP____20120510F055_V003_cloud_mask_cnn.tif,V2KRNP____20120510F055_V003,V2KRNP____20120510F055_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F055_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F030_V003/V2KRNP____20120510F030_V003.tif,V2KRNP____20120510F030_V003,V2KRNP____20120510F030_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F030_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F030_V003/V2KRNP____20120510F030_V003_cloud_mask.tif,V2KRNP____20120510F030_V003,V2KRNP____20120510F030_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F030_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F030_V003/V2KRNP____20120510F030_V003_cloud_mask_cnn.tif,V2KRNP____20120510F030_V003,V2KRNP____20120510F030_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F030_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F030_V003/V2KRNP____20120510F030_V003_initial_mask.tif,V2KRNP____20120510F030_V003,V2KRNP____20120510F030_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F030_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F029_V003/V2KRNP____20120510F029_V003_initial_mask.tif,V2KRNP____20120510F029_V003,V2KRNP____20120510F029_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F029_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F029_V003/V2KRNP____20120510F029_V003_cloud_mask_cnn.tif,V2KRNP____20120510F029_V003,V2KRNP____20120510F029_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F029_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F029_V003/V2KRNP____20120510F029_V003.tif,V2KRNP____20120510F029_V003,V2KRNP____20120510F029_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F029_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F029_V003/V2KRNP____20120510F029_V003_cloud_mask.tif,V2KRNP____20120510F029_V003,V2KRNP____20120510F029_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F029_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F046_V003/V2KRNP____20120510F046_V003_cloud_mask.tif,V2KRNP____20120510F046_V003,V2KRNP____20120510F046_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F046_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F046_V003/V2KRNP____20120510F046_V003_initial_mask.tif,V2KRNP____20120510F046_V003,V2KRNP____20120510F046_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F046_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F046_V003/V2KRNP____20120510F046_V003_cloud_mask_cnn.tif,V2KRNP____20120510F046_V003,V2KRNP____20120510F046_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F046_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F046_V003/V2KRNP____20120510F046_V003.tif,V2KRNP____20120510F046_V003,V2KRNP____20120510F046_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F046_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F049_V003/V2KRNP____20120510F049_V003_cloud_mask_cnn.tif,V2KRNP____20120510F049_V003,V2KRNP____20120510F049_V003_cloud_mask_cnn,mask_cnn,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F049_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F049_V003/V2KRNP____20120510F049_V003.tif,V2KRNP____20120510F049_V003,V2KRNP____20120510F049_V003,image,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F049_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F049_V003/V2KRNP____20120510F049_V003_cloud_mask.tif,V2KRNP____20120510F049_V003,V2KRNP____20120510F049_V003_cloud_mask,cloud_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F049_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_05_10/V2KRNP____20120510F049_V003/V2KRNP____20120510F049_V003_initial_mask.tif,V2KRNP____20120510F049_V003,V2KRNP____20120510F049_V003_initial_mask,initial_mask,2012-05-10,/data/databases/Julio/spot/tortillas/V2KRNP____20120510F049_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F181_V003/V1KRNP____19990110F181_V003_cloud_mask_cnn.tif,V1KRNP____19990110F181_V003,V1KRNP____19990110F181_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F181_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F181_V003/V1KRNP____19990110F181_V003_cloud_mask.tif,V1KRNP____19990110F181_V003,V1KRNP____19990110F181_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F181_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F181_V003/V1KRNP____19990110F181_V003.tif,V1KRNP____19990110F181_V003,V1KRNP____19990110F181_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F181_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F181_V003/V1KRNP____19990110F181_V003_initial_mask.tif,V1KRNP____19990110F181_V003,V1KRNP____19990110F181_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F181_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F175_V003/V1KRNP____19990110F175_V003_cloud_mask.tif,V1KRNP____19990110F175_V003,V1KRNP____19990110F175_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F175_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F175_V003/V1KRNP____19990110F175_V003_cloud_mask_cnn.tif,V1KRNP____19990110F175_V003,V1KRNP____19990110F175_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F175_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F175_V003/V1KRNP____19990110F175_V003.tif,V1KRNP____19990110F175_V003,V1KRNP____19990110F175_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F175_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F175_V003/V1KRNP____19990110F175_V003_initial_mask.tif,V1KRNP____19990110F175_V003,V1KRNP____19990110F175_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F175_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F177_V003/V1KRNP____19990110F177_V003_cloud_mask.tif,V1KRNP____19990110F177_V003,V1KRNP____19990110F177_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F177_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F177_V003/V1KRNP____19990110F177_V003_cloud_mask_cnn.tif,V1KRNP____19990110F177_V003,V1KRNP____19990110F177_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F177_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F177_V003/V1KRNP____19990110F177_V003.tif,V1KRNP____19990110F177_V003,V1KRNP____19990110F177_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F177_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F177_V003/V1KRNP____19990110F177_V003_initial_mask.tif,V1KRNP____19990110F177_V003,V1KRNP____19990110F177_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F177_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F167_V003/V1KRNP____19990110F167_V003_cloud_mask_cnn.tif,V1KRNP____19990110F167_V003,V1KRNP____19990110F167_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F167_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F167_V003/V1KRNP____19990110F167_V003_cloud_mask.tif,V1KRNP____19990110F167_V003,V1KRNP____19990110F167_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F167_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F167_V003/V1KRNP____19990110F167_V003.tif,V1KRNP____19990110F167_V003,V1KRNP____19990110F167_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F167_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F167_V003/V1KRNP____19990110F167_V003_initial_mask.tif,V1KRNP____19990110F167_V003,V1KRNP____19990110F167_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F167_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F180_V003/V1KRNP____19990110F180_V003_cloud_mask_cnn.tif,V1KRNP____19990110F180_V003,V1KRNP____19990110F180_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F180_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F180_V003/V1KRNP____19990110F180_V003_cloud_mask.tif,V1KRNP____19990110F180_V003,V1KRNP____19990110F180_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F180_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F180_V003/V1KRNP____19990110F180_V003.tif,V1KRNP____19990110F180_V003,V1KRNP____19990110F180_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F180_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F180_V003/V1KRNP____19990110F180_V003_initial_mask.tif,V1KRNP____19990110F180_V003,V1KRNP____19990110F180_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F180_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F190_V003/V1KRNP____19990110F190_V003_initial_mask.tif,V1KRNP____19990110F190_V003,V1KRNP____19990110F190_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F190_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F190_V003/V1KRNP____19990110F190_V003.tif,V1KRNP____19990110F190_V003,V1KRNP____19990110F190_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F190_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F190_V003/V1KRNP____19990110F190_V003_cloud_mask_cnn.tif,V1KRNP____19990110F190_V003,V1KRNP____19990110F190_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F190_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F190_V003/V1KRNP____19990110F190_V003_cloud_mask.tif,V1KRNP____19990110F190_V003,V1KRNP____19990110F190_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F190_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F197_V003/V1KRNP____19990110F197_V003_cloud_mask_cnn.tif,V1KRNP____19990110F197_V003,V1KRNP____19990110F197_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F197_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F197_V003/V1KRNP____19990110F197_V003.tif,V1KRNP____19990110F197_V003,V1KRNP____19990110F197_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F197_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F197_V003/V1KRNP____19990110F197_V003_initial_mask.tif,V1KRNP____19990110F197_V003,V1KRNP____19990110F197_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F197_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F197_V003/V1KRNP____19990110F197_V003_cloud_mask.tif,V1KRNP____19990110F197_V003,V1KRNP____19990110F197_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F197_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F170_V003/V1KRNP____19990110F170_V003_initial_mask.tif,V1KRNP____19990110F170_V003,V1KRNP____19990110F170_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F170_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F170_V003/V1KRNP____19990110F170_V003_cloud_mask_cnn.tif,V1KRNP____19990110F170_V003,V1KRNP____19990110F170_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F170_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F170_V003/V1KRNP____19990110F170_V003.tif,V1KRNP____19990110F170_V003,V1KRNP____19990110F170_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F170_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F170_V003/V1KRNP____19990110F170_V003_cloud_mask.tif,V1KRNP____19990110F170_V003,V1KRNP____19990110F170_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F170_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F188_V003/V1KRNP____19990110F188_V003_initial_mask.tif,V1KRNP____19990110F188_V003,V1KRNP____19990110F188_V003_initial_mask,initial_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F188_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F188_V003/V1KRNP____19990110F188_V003.tif,V1KRNP____19990110F188_V003,V1KRNP____19990110F188_V003,image,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F188_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F188_V003/V1KRNP____19990110F188_V003_cloud_mask.tif,V1KRNP____19990110F188_V003,V1KRNP____19990110F188_V003_cloud_mask,cloud_mask,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F188_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_10/V1KRNP____19990110F188_V003/V1KRNP____19990110F188_V003_cloud_mask_cnn.tif,V1KRNP____19990110F188_V003,V1KRNP____19990110F188_V003_cloud_mask_cnn,mask_cnn,1999-01-10,/data/databases/Julio/spot/tortillas/V1KRNP____19990110F188_V003.tortilla
